Grade Sort Nbr,Enrollment Cnt,% Grades Receivedof Enrollment,Letter Grd Cnt,Course Control Nbr,Instructor Name,Average Grade,Course Subject Short Nm,Course Number,Section Nbr,Grade Subtype Desc,Grade Type Desc,Grade Nm,Course Title Nm
1,4,,,00527,G. Ugo Nwokeji,4,African American Studies,4B,001,A,Letter Grade,A+,Africa:  Hist & Cul
1,3,,,00539,Brandi Catanese,4,African American Studies,5A,001,A,Letter Grade,A+,Afam Life & Cul U S
1,1,,,00557,Sam Mchombo,4,African American Studies,10B,001,A,Letter Grade,A+,Intermed Swahili
1,2,,,00560,Edwin Okongo,4,African American Studies,11B,001,A,Letter Grade,A+,Elementary Swahili
1,2,,,00563,Edwin Okongo,4,African American Studies,11B,002,A,Letter Grade,A+,Elementary Swahili
1,5,,,00610,John Patton,4,African American Studies,109,001,A,Letter Grade,A+,Black/Male Am Life
1,2,,,00626,Hardy Frye,4,African American Studies,122,001,A,Letter Grade,A+,"Afam Family, Am Soc"
1,2,,,00628,Stephen Small,4,African American Studies,123,001,A,Letter Grade,A+,Social & Political
1,1,,,00635,Darieck Scott,4,African American Studies,152F,001,A,Letter Grade,A+,Neo-Slave Narrative
1,6,,,00638,Aya De Leon,4,African American Studies,156AC,001,A,Letter Grade,A+,Poetry 4 People:Int
1,1,,,02030,Michelle Branch,4,American Studies,101,003,A,Letter Grade,A+,Us Cultures In Time
1,1,,,02057,Paul Groth,4,American Studies,C112B,001,A,Letter Grade,A+,"Am Landscape,1900--"
1,5,,,02303,Terrence Deacon,4,Anthropology,1,001,A,Letter Grade,A+,Intro To Bio Anthro
1,8,,,02396,Kent Lightfoot,4,Anthropology,2AC,001,A,Letter Grade,A+,Intro Archaeology
1,3,,,02465,Xin Liu,4,Anthropology,3AC,001,A,Letter Grade,A+,Intro Soc/Cult Ac
1,1,,,02537,Jason Price; Terrence Deacon,4,Anthropology,R5B,002,A,Letter Grade,A+,Reading & Comp
1,3,,,02540,Stanley Herman,4,Anthropology,R5B,003,A,Letter Grade,A+,Reading & Comp
1,4,,,02548,Arpita Roy,4,Anthropology,R5B,006,A,Letter Grade,A+,Reading & Comp
1,2,,,02612,Lawrence Cohen,4,Anthropology,115,001,A,Letter Grade,A+,Intro Med Anthro
1,2,,,02638,James Battle,4,Anthropology,119,001,A,Letter Grade,A+,Med Anthro Topics
1,2,,,02639,Laurie Wilkie,4,Anthropology,121C,001,A,Letter Grade,A+,Hist Artifact/Analy
1,15,,,02644,Jun Sunseri,4,Anthropology,122A,001,A,Letter Grade,A+,Archaeol No Amer
1,4,,,02645,Patrick Kirch,4,Anthropology,C124C,001,A,Letter Grade,A+,Hum Bio Of The Pac
1,6,,,02663,Lisa Maher,4,Anthropology,128M,001,A,Letter Grade,A+,Topics:Arch/Method
1,7,,,02669,Laura Nader,4,Anthropology,137,001,A,Letter Grade,A+,Energy/Cult/Soc Org
1,15,,,02681,Stefania Pandolfo,4,Anthropology,149,001,A,Letter Grade,A+,Psychological Anth
1,3,,,02696,Paul Rabinow,4,Anthropology,155,001,A,Letter Grade,A+,Modernity
1,2,,,02698,Junko Habu,4,Anthropology,171,001,A,Letter Grade,A+,Japan
1,14,,,02699,William Hanks,4,Anthropology,179,001,A,Letter Grade,A+,The Maya
1,2,,,02702,Stanley Brandes,4,Anthropology,180,001,A,Letter Grade,A+,Europ Society
1,1,,,02708,Mariane Ferme,4,Anthropology,189,002,A,Letter Grade,A+,Spec Top:Soc/Cult
1,1,,,02711,Stanley Herman,4,Anthropology,189,003,A,Letter Grade,A+,Spec Top:Soc/Cult
1,1,,,02714,Arpita Roy,4,Anthropology,189,004,A,Letter Grade,A+,Spec Top:Soc/Cult
1,1,,,02774,William Hanks,4,Anthropology,H195B,003,A,Letter Grade,A+,Senior Honors
1,1,,,02777,Terrence Deacon,4,Anthropology,H195B,004,A,Letter Grade,A+,Senior Honors
1,1,,,02816,Laurie Wilkie,4,Anthropology,H195B,017,A,Letter Grade,A+,Senior Honors
1,1,,,02822,Lisa Maher,4,Anthropology,H195B,019,A,Letter Grade,A+,Senior Honors
1,1,,,02837,Xin Liu,4,Anthropology,H195B,024,A,Letter Grade,A+,Senior Honors
1,2,,,02840,Stephanie Etting,4,Anthropology,196,001,A,Letter Grade,A+,Undergrad Sem
1,3,,,02843,Stephanie Etting,4,Anthropology,196,002,A,Letter Grade,A+,Undergrad Sem
1,6,,,03001,Laurie Wilkie,4,Anthropology,227,001,A,Letter Grade,A+,Hist Arch Res
1,7,,,03002,Jun Sunseri,4,Anthropology,228,001,A,Letter Grade,A+,Method
1,4,,,03005,Lisa Maher; Patrick Kirch,4,Anthropology,229B,001,A,Letter Grade,A+,Arch Rsch Strat
1,2,,,03011,Ira Jacknis,4,Anthropology,235,001,A,Letter Grade,A+,Museum Anthropology
1,4,,,03016,Stefania Pandolfo,4,Anthropology,250A,001,A,Letter Grade,A+,Psychological Anthr
1,1,,,03023,Nelson Graburn,4,Anthropology,250V,001,A,Letter Grade,A+,Tourism
1,1,,,03026,Aihwa Ong,4,Anthropology,250X,001,A,Letter Grade,A+,Special Topics
1,1,,,03092,Terrence Deacon,4,Anthropology,298,005,A,Letter Grade,A+,Dir Read
1,2,,,03125,Xin Liu,4,Anthropology,298,016,A,Letter Grade,A+,Dir Read
1,1,,,03164,Ruth Tringham,4,Anthropology,298,031,A,Letter Grade,A+,Dir Read
1,2,,,03170,Lisa Maher,4,Anthropology,298,034,A,Letter Grade,A+,Dir Read
1,3,,,03176,Sabrina Agarwal,4,Anthropology,299,001,A,Letter Grade,A+,Directed Research
1,1,,,03215,Patrick Kirch,4,Anthropology,299,014,A,Letter Grade,A+,Directed Research
1,1,,,03236,Stefania Pandolfo,4,Anthropology,299,021,A,Letter Grade,A+,Directed Research
1,1,,,03242,Nancy Scheper-Hughes,4,Anthropology,299,023,A,Letter Grade,A+,Directed Research
1,1,,,03245,Laurie Wilkie,4,Anthropology,299,024,A,Letter Grade,A+,Directed Research
1,1,,,03266,Lisa Maher,4,Anthropology,299,031,A,Letter Grade,A+,Directed Research
1,19,,,04303,John Mcnamara,4,Art Practice,8,001,A,Letter Grade,A+,Intro Vis Thinking
1,1,,,04318,Stephanie Lie,4,Art Practice,12,001,A,Letter Grade,A+,Lang Of Draw
1,5,,,04321,Indira Morre,4,Art Practice,12,003,A,Letter Grade,A+,Lang Of Draw
1,2,,,04330,Brody Reiman,4,Art Practice,14,001,A,Letter Grade,A+,Lang Of Sculpture
1,2,,,04333,Asma Kazmi,4,Art Practice,14,002,A,Letter Grade,A+,Lang Of Sculpture
1,10,,,04338,Greg Niemeyer,4,Art Practice,W23AC,001,A,Letter Grade,A+,American Cybercultr
1,2,,,04399,Michael Hall,4,Art Practice,102,002,A,Letter Grade,A+,Approaches To Ptng
1,2,,,04405,Josephine Taylor,4,Art Practice,118,001,A,Letter Grade,A+,Figure Drawing
1,2,,,04413,Randy Hussong,4,Art Practice,123,001,A,Letter Grade,A+,Screenprinting
1,3,,,04423,Michael Swaine,4,Art Practice,137,001,A,Letter Grade,A+,Adv Proj Ceram Scul
1,2,,,04427,Elise Putnam,4,Art Practice,160,003,A,Letter Grade,A+,Spec Topics Vis Std
1,5,,,04428,Katherine Sherwood,4,Art Practice,165,001,A,Letter Grade,A+,"Art,Med & Disabil"
1,4,,,04444,Asma Kazmi,4,Art Practice,185,102,A,Letter Grade,A+,Sn Projects
1,1,,,04666,Greg Niemeyer,4,Art Practice,290,004,A,Letter Grade,A+,Indep Stud Grad
1,6,,,04714,Greg Niemeyer,4,Art Practice,295,001,A,Letter Grade,A+,Indep Study Mfa
1,2,,,04812,Amy Kim; Shahrzad Ehya,4,History of Art,R1B,004,A,Letter Grade,A+,Visual Experience
1,4,,,04818,Laura Richard; Shahrzad Ehya,4,History of Art,R1B,006,A,Letter Grade,A+,Visual Experience
1,2,,,04827,Darcy Grigsby,4,History of Art,11,001,A,Letter Grade,A+,Intr To Western Art
1,1,,,04884,Patricia Berger,4,History of Art,130A,001,A,Letter Grade,A+,Early Chinese - I
1,12,,,04932,Kathryn Moore,4,History of Art,160,001,A,Letter Grade,A+,Florence 1400-1600
1,2,,,04944,Darcy Grigsby,4,History of Art,180A,001,A,Letter Grade,A+,Early 19th C Europe
1,9,,,04956,Julia Bryan-Wilson,4,History of Art,188,001,A,Letter Grade,A+,Latin American Art
1,1,,,04980,Gaius Stern,4,History of Art,192B,001,A,Letter Grade,A+,Ancient
1,1,,,04983,Kathryn Moore,4,History of Art,192D,001,A,Letter Grade,A+,Renaissance
1,1,,,04986,Todd Olson,4,History of Art,192E,001,A,Letter Grade,A+,17th-18th Century
1,1,,,04989,Justin Underhill,4,History of Art,192F,001,A,Letter Grade,A+,19th-20th Century
1,1,,,05016,Todd Olson,4,History of Art,H195,004,A,Letter Grade,A+,Special Study-Honor
1,1,,,05019,Darcy Grigsby,4,History of Art,H195,005,A,Letter Grade,A+,Special Study-Honor
1,2,,,05064,Beate Fricke; Niklaus Largier,4,History of Art,258,001,A,Letter Grade,A+,Sem: Late Medieval
1,5,,,05262,Anna Leong; Margaret Rhee,4,Asian American Studies,R2A,002,A,Letter Grade,A+,Reading&Composition
1,4,,,05304,Harvey Dong,4,Asian American Studies,20B,001,A,Letter Grade,A+,Intro Contemp Issue
1,20,,,05436,Hatem Bazian,4,Asian American Studies,132AC,001,A,Letter Grade,A+,Islamophobia
1,3,,,05441,Winston Tseng,4,Asian American Studies,143,001,A,Letter Grade,A+,As Am Health
1,1,,,05445,Jerrold Takahashi,4,Asian American Studies,146,001,A,Letter Grade,A+,Asian Amer & Educ
1,6,,,05454,Elaine Kim,4,Asian American Studies,171,001,A,Letter Grade,A+,"Asam In Film, Video"
1,6,,,05472,Fae Ng,4,Asian American Studies,172,001,A,Letter Grade,A+,Asian Amer Lit
1,5,,,05475,Fae Ng,4,Asian American Studies,173,001,A,Letter Grade,A+,Creative Writing
1,8,,,05481,Maria Barrios-Leblanc,4,Asian American Studies,175,001,A,Letter Grade,A+,Contemp Narratives
1,1,,,05490,Maria Barrios-Leblanc,4,Asian American Studies,195,001,A,Letter Grade,A+,Senior Thesis
1,1,,,05903,Eugene Chiang,4,Astronomy,7B,001,A,Letter Grade,A+,Intro Astrophysics
1,47,,,05912,Alexei Filippenko,4,Astronomy,C10,001,A,Letter Grade,A+,General Astronomy
1,1,,,06014,Geoffrey Bower,4,Astronomy,121,001,A,Letter Grade,A+,Radio Astronomy Lab
1,3,,,06017,Marc Davis,4,Astronomy,C161,001,A,Letter Grade,A+,Rela Astro & Cosmo
1,1,,,06026,Raymond Jeanloz,4,Astronomy,C162,001,A,Letter Grade,A+,Planetary Astrophys
1,1,,,06065,Daniel Kasen,4,Astronomy,C207,001,A,Letter Grade,A+,Rad Proc In Astron
1,1,,,06076,Eliot Quataert,4,Astronomy,252,001,A,Letter Grade,A+,Stel Struct Evol
1,4,,,07303,Gary Firestone; Jennifer Doudna; Michael Meighan; Nipam Patel,4,Biology,1A,001,A,Letter Grade,A+,General Biology Lec
1,1,,,07405,Michael Meighan,4,Biology,1AL,001,A,Letter Grade,A+,General Biology Lab
1,16,,,07498,Alan Shabel; George Roderick; Lewis Feldman; Mike Moser,4,Biology,1B,001,A,Letter Grade,A+,General Biology
1,3,,,07750,Daniel Zilberman; Michael Shapira,4,Biology,11,001,A,Letter Grade,A+,Intr Sci Living Org
1,5,,,07753,Dan Meltzer; Michael Shapira,4,Biology,11L,001,A,Letter Grade,A+,Lab For Biology 11
1,1,,,10286,Annalee Rejhon,4,Celtic Studies,119A,001,A,Letter Grade,A+,Welsh Lit Of Ma
1,2,,,10292,Thomas Walsh,4,Celtic Studies,129,001,A,Letter Grade,A+,Mod Celtic Cultures
1,3,,,10295,Edward Stack,4,Celtic Studies,145B,001,A,Letter Grade,A+,Mod Irish Level 4
1,1,,,10301,Annalee Rejhon,4,Celtic Studies,173,001,A,Letter Grade,A+,Celtic Christianity
1,1,,,10331,Annalee Rejhon,4,Celtic Studies,H195B,005,A,Letter Grade,A+,Honors Course
1,3,,,13221,Jorge Gonzalez,4,Chicano Studies,20,001,A,Letter Grade,A+,Intro Chicano Cult
1,1,,,13344,Pedro Di Pietro,4,Chicano Studies,110,001,A,Letter Grade,A+,Latina/O Phil & Rel
1,4,,,13347,Raymond Telles,4,Chicano Studies,135B,001,A,Letter Grade,A+,Contemp Latino Film
1,1,,,13356,Laura Perez,4,Chicano Studies,143,001,A,Letter Grade,A+,"Chic, Lat Amer Lit"
1,2,,,13359,Pablo Gonzalez,4,Chicano Studies,150B,001,A,Letter Grade,A+,Hist Of Southwest
1,1,,,13362,Alex Saragoza,4,Chicano Studies,159,001,A,Letter Grade,A+,Mexican Immigration
1,4,,,13368,Blas Guerrero,4,Chicano Studies,172,001,A,Letter Grade,A+,Chicano & Educ Syst
1,1,,,13374,Bernard Griego,4,Chicano Studies,176,001,A,Letter Grade,A+,Chic Health Care
1,2,,,13380,Celia Rodriguez,4,Chicano Studies,180,002,A,Letter Grade,A+,Topics In Chic Stud
1,2,,,14703,Dylan Sailor,4,Classics,10B,001,A,Letter Grade,A+,Intro Roman Civ
1,5,,,14739,Anthony Bulloch,4,Classics,28,001,A,Letter Grade,A+,Classic Myths
1,1,,,14796,Lisa Pieraccini,4,Classics,130,001,A,Letter Grade,A+,Topics
1,7,,,14799,Laura Yansen De Skipper,4,Classics,130,002,A,Letter Grade,A+,Topics
1,2,,,14814,Anthony Long,4,Classics,163,001,A,Letter Grade,A+,Topic Greek Philos
1,1,,,14823,Todd Hickey,4,Classics,H195,001,A,Letter Grade,A+,Honors Course
1,1,,,14868,Todd Hickey,4,Classics,225,001,A,Letter Grade,A+,Papyrology
1,1,,,15203,Derin Mcleod; Kathleen Mccarthy,4,Greek,2,001,A,Letter Grade,A+,Elementary Greek
1,1,,,15606,Kathleen Mccarthy; Virginia Lewis,4,Latin,1,002,A,Letter Grade,A+,Elementary Latin
1,1,,,15624,Kathleen Mccarthy; Michael Zellmann-Rohrer,4,Latin,40,001,A,Letter Grade,A+,Latin Composition
1,5,,,15639,Trevor Murphy,4,Latin,102,001,A,Letter Grade,A+,Lyric And Society
1,26,,,16003,Srinivas Narayanan,4,Cognitive Science,1,001,A,Letter Grade,A+,Intro To Cogsci
1,3,,,16039,Tania Lombrozo,4,Cognitive Science,C100,001,A,Letter Grade,A+,Basic Issue Cog Sci
1,3,,,16060,George Lakoff,4,Cognitive Science,C101,001,A,Letter Grade,A+,Mind And Language
1,10,,,16162,Thomas Griffiths,4,Cognitive Science,C131,001,A,Letter Grade,A+,Comp Models Of Cog
1,1,,,16168,Terrance Regier,4,Cognitive Science,C142,001,A,Letter Grade,A+,Language & Thought
1,1,,,16186,Sonia Bishop,4,Cognitive Science,H195B,001,A,Letter Grade,A+,Spec Stdy Honors
1,1,,,16189,Thomas Griffiths,4,Cognitive Science,H195B,002,A,Letter Grade,A+,Spec Stdy Honors
1,1,,,16192,Robert Knight,4,Cognitive Science,H195B,003,A,Letter Grade,A+,Spec Stdy Honors
1,1,,,16424,Elizabeth Williams,4,College Writing Programs,R1A,005,A,Letter Grade,A+,College Writing 1a
1,1,,,16478,Stephanie Bobo,4,College Writing Programs,R1A,023,A,Letter Grade,A+,College Writing 1a
1,1,,,16565,Carolyn Hill,4,College Writing Programs,10B,001,A,Letter Grade,A+,Adv Public Speaking
1,1,,,16567,Michelle Baptiste,4,College Writing Programs,20,001,A,Letter Grade,A+,Comm In Class
1,2,,,16604,Caroline Cole,4,College Writing Programs,151,001,A,Letter Grade,A+,Intro To Prof Wtng
1,1,,,17236,Caitlin Scholl; Irina Popescu; Michael Lucey,4,Comparative Literature,R1B,006,A,Letter Grade,A+,Engl Comp World Lit
1,4,,,17242,Keith Budner; Margarita Gordon; Michael Lucey,4,Comparative Literature,R1B,008,A,Letter Grade,A+,Engl Comp World Lit
1,1,,,17248,Bonnie Ruberg; Michael Lucey,4,Comparative Literature,R1B,010,A,Letter Grade,A+,Engl Comp World Lit
1,1,,,17269,Johnathan Vaknin; Kfir Cohen; Michael Lucey,4,Comparative Literature,R1B,017,A,Letter Grade,A+,Engl Comp World Lit
1,1,,,17281,Adeline Tran; Michael Lucey,4,Comparative Literature,R1B,022,A,Letter Grade,A+,Engl Comp World Lit
1,1,,,17340,Chana Kronfeld,4,Comparative Literature,120,001,A,Letter Grade,A+,Bibl Trad West Lit
1,1,,,17356,Harsha Ram,4,Comparative Literature,190,002,A,Letter Grade,A+,Senior Seminar
1,1,,,17524,Diego Pirillo,4,Comparative Literature,153,001,A,Letter Grade,A+,The Renaissance
1,4,,,18215,Ronald Lee,4,Demography,C175,001,A,Letter Grade,A+,Econ Demography
1,1,,,18606,Gillian Hart,4,Development Studies,C100,001,A,Letter Grade,A+,His Dev/Underdev
1,1,,,19003,William Dietrich,4,Earth & Planetary Science,3,001,A,Letter Grade,A+,Water Planet
1,1,,,19012,Chi Wang,4,Earth & Planetary Science,50,001,A,Letter Grade,A+,The Planet Earth
1,3,,,19042,Russell Mcarthur,4,Earth & Planetary Science,101,001,A,Letter Grade,A+,Fld Geol & Dig Map
1,7,,,19048,Bruce Buffett,4,Earth & Planetary Science,102,001,A,Letter Grade,A+,Hist/Evol Pl Earth
1,2,,,19057,James Bishop,4,Earth & Planetary Science,103,001,A,Letter Grade,A+,Intro Mar Chem
1,1,,,19060,Steven Pride,4,Earth & Planetary Science,104,001,A,Letter Grade,A+,Math Meth Geophys
1,1,,,19072,Barbara Romanowicz,4,Earth & Planetary Science,122,001,A,Letter Grade,A+,Physics Of Earth
1,1,,,19078,David Shuster,4,Earth & Planetary Science,131,001,A,Letter Grade,A+,Geochemistry
1,1,,,19089,Inez Fung,4,Earth & Planetary Science,C183,001,A,Letter Grade,A+,Carbon Dynamics
1,1,,,19126,James Bishop,4,Earth & Planetary Science,H195,014,A,Letter Grade,A+,Sr Honors Course
1,1,,,19186,James Bishop,4,Earth & Planetary Science,203,001,A,Letter Grade,A+,Intro Mar Chem
1,1,,,19189,Douglas Dreger,4,Earth & Planetary Science,207,001,A,Letter Grade,A+,Observ Seismo Lab
1,1,,,19204,Inez Fung,4,Earth & Planetary Science,251,001,A,Letter Grade,A+,Carbon Cycle Dyna
1,1,,,19258,Bonnye Ingram,4,Earth & Planetary Science,280,013,A,Letter Grade,A+,Research
1,2,,,19273,Barbara Romanowicz,4,Earth & Planetary Science,280,019,A,Letter Grade,A+,Research
1,2,,,19315,David Romps,4,Earth & Planetary Science,280,033,A,Letter Grade,A+,Research
1,1,,,19348,James Bishop,4,Earth & Planetary Science,290,016,A,Letter Grade,A+,Seminar
1,2,,,19357,David Romps,4,Earth & Planetary Science,290,035,A,Letter Grade,A+,Seminar
1,1,,,19359,Paul Renne,4,Earth & Planetary Science,290,037,A,Letter Grade,A+,Seminar
1,1,,,19360,Berend Smit; Jeffrey Reimer,4,Earth & Planetary Science,C295Z,001,A,Letter Grade,A+,Energy Solutions
1,1,,,20506,John Wallace,4,East Asian Languages,105,001,A,Letter Grade,A+,Romantic Values
1,3,,,20509,John Wallace,4,East Asian Languages,109,001,A,Letter Grade,A+,Tea Cultures
1,1,,,20753,Jonathan Pettit,4,Chinese,130,001,A,Letter Grade,A+,Topics In Taoism
1,1,,,20768,Ling Hon Lam,4,Chinese,181,001,A,Letter Grade,A+,Sex And Gender
1,1,,,20873,Weihong Bao,4,Chinese,280,001,A,Letter Grade,A+,Mod Chinese Cul Std
1,1,,,21006,Brendan Morley; Maki Takata; Michael Craig; Wakae Kambara,4,Japanese,1B,002,A,Letter Grade,A+,Elementary Japanese
1,1,,,21015,Brendan Morley; Christopher Gregory; Maki Takata; Wakae Kambara,4,Japanese,1B,005,A,Letter Grade,A+,Elementary Japanese
1,4,,,21033,Patrick Noonan,4,Japanese,7B,001,A,Letter Grade,A+,Intro Japan Lit
1,1,,,21096,Chika Shibahara; Kayoko Imagawa,4,Japanese,100B,002,A,Letter Grade,A+,Advanced Japanese
1,1,,,21102,Chika Shibahara; Kayoko Imagawa; Maki Takata,4,Japanese,100B,004,A,Letter Grade,A+,Advanced Japanese
1,1,,,21105,Noriko Wallace,4,Japanese,100X,001,A,Letter Grade,A+,Adv Japanese Herit
1,2,,,21108,Chika Shibahara,4,Japanese,102,001,A,Letter Grade,A+,Fourth-Yr: Culture
1,2,,,21113,Noriko Knickerbocker,4,Japanese,112,001,A,Letter Grade,A+,5th Yr Japanese B
1,1,,,21114,John Wallace,4,Japanese,144,001,A,Letter Grade,A+,Edo Literature
1,1,,,21117,Patrick Noonan,4,Japanese,159,001,A,Letter Grade,A+,Contem Japanese Lit
1,1,,,21128,Patrick Noonan,4,Japanese,185,001,A,Letter Grade,A+,Intro Japan Cinema
1,2,,,21909,Minsook Kim; Seung-Eun Chang,4,Korean,1B,003,A,Letter Grade,A+,Elementary Korean
1,2,,,21912,Minsook Kim; Seung-Eun Chang,4,Korean,1B,004,A,Letter Grade,A+,Elementary Korean
1,2,,,21915,Minsook Kim; Seung-Eun Chang,4,Korean,1B,005,A,Letter Grade,A+,Elementary Korean
1,1,,,21924,Jinsoo An,4,Korean,7B,001,A,Letter Grade,A+,Modern Korean Lit
1,1,,,21936,Meehyei Lee; Soojin Lee,4,Korean,10B,001,A,Letter Grade,A+,Intermediate Korean
1,2,,,21948,Kijoo Ko; Soojin Lee,4,Korean,10BX,002,A,Letter Grade,A+,Int Korean Heritag
1,2,,,21957,Minsook Kim,4,Korean,100B,001,A,Letter Grade,A+,Advanced Korean
1,1,,,21963,Junghee Park,4,Korean,100BX,001,A,Letter Grade,A+,Adv Korean Heritag
1,1,,,21975,Jinsoo An,4,Korean,186,001,A,Letter Grade,A+,Intro Korean Cinema
1,19,,,22303,Enrico Moretti,4,Economics,1,001,A,Letter Grade,A+,Intro To Economics
1,3,,,22378,Joseph Lough,4,Economics,2,001,A,Letter Grade,A+,Intro Econ-Lecture
1,1,,,22393,Gordon Rausser,4,Economics,C3,001,A,Letter Grade,A+,Intro To Env Econ
1,10,,,22411,Calanit Kamala,4,Economics,100A,001,A,Letter Grade,A+,Micro Analysis
1,1,,,22450,Steven Wood,4,Economics,100B,001,A,Letter Grade,A+,Macro Analysis
1,9,,,22495,Konrad Menzel,4,Economics,101A,001,A,Letter Grade,A+,Econ Theory--Micro
1,5,,,22507,Michael Arnold; Steven Wood,4,Economics,101B,001,A,Letter Grade,A+,Econ Theory--Macro
1,6,,,22528,Martha Olney,4,Economics,113,001,A,Letter Grade,A+,Amer Econ History
1,3,,,22564,Joseph Farrell,4,Economics,123,001,A,Letter Grade,A+,Govt Reg Industry
1,6,,,22567,David Zilberman,4,Economics,C125,001,A,Letter Grade,A+,Environmental Econ
1,4,,,22588,Emmanuel Saez,4,Economics,131,001,A,Letter Grade,A+,Public Economics
1,7,,,22603,Christina Romer; David Romer,4,Economics,134,001,A,Letter Grade,A+,Macro Econ Policy
1,4,,,22629,Raymond Hawkins,4,Economics,136,001,A,Letter Grade,A+,Financial Economics
1,5,,,22630,Bart Hobijn,4,Economics,140,001,A,Letter Grade,A+,Econometrics
1,7,,,22654,Michael Jansson,4,Economics,141,001,A,Letter Grade,A+,Econometric Analys
1,2,,,22663,Bryan Graham,4,Economics,C142,001,A,Letter Grade,A+,Appl Metric/Pub Pol
1,3,,,22672,Michael Reich,4,Economics,151,001,A,Letter Grade,A+,Labor Economics
1,2,,,22684,David Roland-Holst,4,Economics,162,001,A,Letter Grade,A+,Chinese Economy
1,4,,,22714,Ronald Lee,4,Economics,C175,001,A,Letter Grade,A+,Econ Demography
1,6,,,22726,David Roland-Holst,4,Economics,C181,001,A,Letter Grade,A+,International Trade
1,1,,,22774,Stefano Dellavigna,4,Economics,H195B,007,A,Letter Grade,A+,Sr Honors Thesis
1,1,,,22807,Ulrike Malmendier,4,Economics,H195B,018,A,Letter Grade,A+,Sr Honors Thesis
1,1,,,22828,Gerard Roland,4,Economics,H195B,025,A,Letter Grade,A+,Sr Honors Thesis
1,1,,,22834,Jesse Rothstein,4,Economics,H195B,027,A,Letter Grade,A+,Sr Honors Thesis
1,1,,,22837,Eric Talley,4,Economics,H195B,028,A,Letter Grade,A+,Sr Honors Thesis
1,1,,,22972,Demian Pouzo; Yuriy Gorodnichenko,4,Economics,202B,001,A,Letter Grade,A+,Macro Theory
1,1,,,23005,Stefano Dellavigna,4,Economics,219B,001,A,Letter Grade,A+,Appl Of Psych&Econ
1,1,,,23020,Emmanuel Saez,4,Economics,230B,001,A,Letter Grade,A+,Public Economics
1,1,,,23026,Ulrike Malmendier,4,Economics,234C,001,A,Letter Grade,A+,Fin Decision-Making
1,2,,,23038,Denis Nekipelov; James Powell,4,Economics,240B,001,A,Letter Grade,A+,Econometrics
1,1,,,23047,Demian Pouzo; James Powell,4,Economics,241A,001,A,Letter Grade,A+,Econometrics
1,1,,,23065,Edward Miguel,4,Economics,270B,001,A,Letter Grade,A+,Develop Economics
1,1,,,27895,David Landreth; Sookyoung Lee,4,English,R1B,004,A,Letter Grade,A+,Reading And Comp
1,2,,,27928,David Landreth; Jill Richards,4,English,R1B,015,A,Letter Grade,A+,Reading And Comp
1,3,,,27937,Andrea Seeger; David Landreth,4,English,R1B,018,A,Letter Grade,A+,Reading And Comp
1,1,,,27955,Alan Nelson,4,English,45A,001,A,Letter Grade,A+,Lit In English
1,2,,,27964,Oliver Arnold,4,English,45A,002,A,Letter Grade,A+,Lit In English
1,2,,,27988,Mitchell Breitwieser,4,English,45B,002,A,Letter Grade,A+,Lit In English
1,1,,,28000,Steven Lee,4,English,45C,001,A,Letter Grade,A+,Lit In English
1,1,,,28105,Joseph Jordan,4,English,114B,001,A,Letter Grade,A+,English Drama
1,2,,,28123,Jeffrey Knapp,4,English,117S,001,A,Letter Grade,A+,Shakespeare
1,1,,,28135,Joseph Jordan,4,English,122,001,A,Letter Grade,A+,Victorian Period
1,1,,,28138,George Starr,4,English,125A,001,A,Letter Grade,A+,English Novel
1,1,,,28147,Charles Altieri,4,English,127,001,A,Letter Grade,A+,Modern Poetry
1,2,,,28150,Donald Mcquade,4,English,130B,001,A,Letter Grade,A+,Amer Lit: 1800-1865
1,4,,,28180,Bharati Blaise,4,English,143A,002,A,Letter Grade,A+,Short Fiction
1,1,,,28189,Thomas Farber,4,English,143N,001,A,Letter Grade,A+,Prose Nonfiction
1,1,,,28204,Justin Eichenlaub,4,English,166,003,A,Letter Grade,A+,Special Topics
1,2,,,28210,D Miller,4,English,173,001,A,Letter Grade,A+,Lang/Lit Of Films
1,5,,,28222,Kenneth Speirs,4,English,180N,001,A,Letter Grade,A+,The Novel
1,4,,,28258,Robert Hirst,4,English,190,012,A,Letter Grade,A+,Research Seminar
1,3,,,28276,Eric Falci,4,English,H195B,001,A,Letter Grade,A+,Honors Course
1,4,,,28279,Scott Saul,4,English,H195B,002,A,Letter Grade,A+,Honors Course
1,4,,,28486,Ian Duncan,4,English,298,009,A,Letter Grade,A+,Special Studies
1,1,,,28498,R Gonzalez,4,English,298,013,A,Letter Grade,A+,Special Studies
1,1,,,28612,R Gonzalez,4,English,299,004,A,Letter Grade,A+,Special Study
1,1,,,28624,Susan Schweik,4,English,299,008,A,Letter Grade,A+,Special Study
1,4,,,30839,Carrie Cizauskas; Kurt Spreyer; Rachael Marzion,4,Environmental Sciences,196B,001,A,Letter Grade,A+,Sen Res Sem Env Sci
1,3,,,30842,Anne Murray; Carrie Cizauskas; Patina Mendez,4,Environmental Sciences,196B,002,A,Letter Grade,A+,Sen Res Sem Env Sci
1,1,,,30848,John Battles,4,Environmental Sciences,196L,002,A,Letter Grade,A+,Sen Res Lab Env Sci
1,1,,,30866,Joe Mcbride,4,Environmental Sciences,196L,008,A,Letter Grade,A+,Sen Res Lab Env Sci
