Grade Sort Nbr,Enrollment Cnt,% Grades Receivedof Enrollment,Letter Grd Cnt,Course Control Nbr,Instructor Name,Average Grade,Course Subject Short Nm,Course Number,Section Nbr,Grade Subtype Desc,Grade Type Desc,Grade Nm,Course Title Nm
2,4,,,32281,Desiree Pries; Lilnda Louie,4,French,3,003,A,Letter Grade,A,Intermediate French
2,8,,,32284,Desiree Pries; Matthew Evans,4,French,3,004,A,Letter Grade,A,Intermediate French
2,8,,,32287,Desiree Pries; Kathryn Levine,4,French,3,005,A,Letter Grade,A,Intermediate French
2,3,,,32290,Desiree Pries; Jonathan Haddad,4,French,3,006,A,Letter Grade,A,Intermediate French
2,10,,,32293,Desiree Pries; Nelly Timmons,4,French,3,007,A,Letter Grade,A,Intermediate French
2,2,,,32296,Desiree Pries; Jonathon Repinecz,4,French,4,001,A,Letter Grade,A,Adv Int French
2,5,,,32299,Desiree Pries; Maia Beyler-Noily,4,French,4,002,A,Letter Grade,A,Adv Int French
2,7,,,32302,Desiree Pries; Olga Sylvia,4,French,4,003,A,Letter Grade,A,Adv Int French
2,2,,,32305,Desiree Pries; Jessica Singer,4,French,4,004,A,Letter Grade,A,Adv Int French
2,2,,,32308,Desiree Pries; Lucien Hilaire,4,French,4,005,A,Letter Grade,A,Adv Int French
2,7,,,32311,Desiree Pries; Simon Bittmann,4,French,4,006,A,Letter Grade,A,Adv Int French
2,3,,,32314,Lucien Hilaire; Richard Kern,4,French,13,001,A,Letter Grade,A,Intermed Convers
2,2,,,32320,Richard Kern; Simon Bittmann,4,French,14,001,A,Letter Grade,A,Adv Conversation
2,8,,,32326,Nelly Timmons,4,French,35,001,A,Letter Grade,A,Prac Phon Listn Com
2,4,,,32328,Christopher Davis,4,French,39C,001,A,Letter Grade,A,Fresh/Soph Seminar
2,13,,,32332,Vesna Rodic,4,French,102,001,A,Letter Grade,A,"Read, Wr In French"
2,6,,,32335,Susan Maslan,4,French,102,002,A,Letter Grade,A,"Read, Wr In French"
2,4,,,32338,Rachel Shuh,4,French,102,003,A,Letter Grade,A,"Read, Wr In French"
2,6,,,32341,Thoraya Tlatli,4,French,103B,001,A,Letter Grade,A,Lang And Culture
2,5,,,32344,Rachel Shuh,4,French,120A,001,A,Letter Grade,A,20th Century Lit
2,2,,,32347,Michael Lucey,4,French,126,001,A,Letter Grade,A,Senior Seminar
2,7,,,32350,Richard Kern,4,French,138,001,A,Letter Grade,A,French For Teachers
2,8,,,32353,Suzanne Guerlac,4,French,140D,001,A,Letter Grade,A,Fr Lit Engl Trans
2,2,,,32356,Deborah Blocker,4,French,161A,001,A,Letter Grade,A,Yr In Fr History
2,13,,,32359,Thoraya Tlatli,4,French,162A,001,A,Letter Grade,A,Perpectives On Hist
2,19,,,32362,Jean-Daniel Dutoit,4,French,170,001,A,Letter Grade,A,French Films
2,8,,,32368,Christopher Davis,4,French,180A,001,A,Letter Grade,A,Fr Civilization
2,1,,,32431,Richard Kern,4,French,H195B,007,A,Letter Grade,A,Honors Sequence
2,3,,,32497,David Hult,4,French,210A,001,A,Letter Grade,A,Medieval Lit
2,3,,,32500,Nicholas Paige,4,French,230A,001,A,Letter Grade,A,17th Century Lit
2,5,,,32505,Deborah Blocker,4,French,245B,001,A,Letter Grade,A,Early Modern Stdys
2,4,,,32506,Suzanne Guerlac,4,French,250A,001,A,Letter Grade,A,19th-Century Lit
2,4,,,32509,Michael Lucey,4,French,270B,001,A,Letter Grade,A,Recent Work In Fren
2,1,,,32563,Deborah Blocker,4,French,299,001,A,Letter Grade,A,Individual Research
2,1,,,32569,Karl Britto,4,French,299,003,A,Letter Grade,A,Individual Research
2,1,,,32584,David Hult,4,French,299,008,A,Letter Grade,A,Individual Research
2,1,,,32590,Richard Kern,4,French,299,011,A,Letter Grade,A,Individual Research
2,1,,,32593,Michael Lucey,4,French,299,012,A,Letter Grade,A,Individual Research
2,1,,,32599,Nicholas Paige,4,French,299,014,A,Letter Grade,A,Individual Research
2,18,,,32903,Amy Shen; Juana Rodriguez,4,Gender & Womens Studies,R1B,001,A,Letter Grade,A,Reading & Comp
2,4,,,32906,Leslie Salzinger,4,Gender & Womens Studies,10,001,A,Letter Grade,A,Int Gender/Wom Stdy
2,37,,,32915,Ayse Agis,4,Gender & Womens Studies,14,001,A,Letter Grade,A,Gen Sex Rac Glo Pol
2,8,,,32918,Laura Fantone,4,Gender & Womens Studies,20,001,A,Letter Grade,A,Intro Feminist Theo
2,26,,,32927,Christine Quinan,4,Gender & Womens Studies,50AC,001,A,Letter Grade,A,Gender In Amer Cult
2,6,,,32951,Laura Fantone,4,Gender & Womens Studies,101,001,A,Letter Grade,A,Doing Feminist Res
2,25,,,32954,Christine Quinan,4,Gender & Womens Studies,104,001,A,Letter Grade,A,Feminist Theory
2,10,,,32956,Christine Quinan,4,Gender & Womens Studies,111,001,A,Letter Grade,A,Special Topics
2,15,,,32957,Barbara Barnes,4,Gender & Womens Studies,130AC,001,A,Letter Grade,A,Gen Race Nat & Hlth
2,4,,,32960,Evelyn Glenn,4,Gender & Womens Studies,139,001,A,Letter Grade,A,Women And Work
2,9,,,32963,Barbara Barnes,4,Gender & Womens Studies,140,001,A,Letter Grade,A,Feminist Cultur Std
2,25,,,32966,Paola Bacchetta,4,Gender & Womens Studies,141,001,A,Letter Grade,A,Inter Globl Eco Dev
2,7,,,32969,Jacqueline Asher,4,Gender & Womens Studies,C146A,001,A,Letter Grade,A,Rep Sexuality/Lit
2,2,,,32972,Leslie Salzinger,4,Gender & Womens Studies,H195,001,A,Letter Grade,A,W.S. Honors Thesis
2,11,,,33023,Juana Rodriguez,4,Gender & Womens Studies,200,001,A,Letter Grade,A,Theory & Crit Res
2,8,,,33041,Melinda Chen,4,Gender & Womens Studies,220,001,A,Letter Grade,A,Research Seminar
2,2,,,33044,Melinda Chen,4,Gender & Womens Studies,299,001,A,Letter Grade,A,Independ Research
2,1,,,33053,Juana Rodriguez,4,Gender & Womens Studies,299,004,A,Letter Grade,A,Independ Research
2,16,,,34806,Jacqueline Asher,4,LGBT Studies,C146A,001,A,Letter Grade,A,Rep Sexuality/Lit
2,14,,,34809,Jacqueline Asher,4,LGBT Studies,C147B,001,A,Letter Grade,A,Sexuality Culture
2,18,,,36203,Jennifer Devine; Kurt Cuffey,4,Geography,4,001,A,Letter Grade,A,Wrld Cultures Envts
2,28,,,36224,Kurt Cuffey; Lindsey Dillon,4,Geography,50AC,001,A,Letter Grade,A,California
2,6,,,36260,Anthony Byrne,4,Geography,109,001,A,Letter Grade,A,Prehistoric Agricul
2,4,,,36263,Gillian Hart,4,Geography,C112,001,A,Letter Grade,A,His Dev/Underdev
2,19,,,36290,Nathan Sayre,4,Geography,130,001,A,Letter Grade,A,Food Environment
2,9,,,36293,Kurt Cuffey,4,Geography,140A,001,A,Letter Grade,A,Physical Landscape
2,6,,,36296,John Chiang,4,Geography,142,001,A,Letter Grade,A,Climate Dynamics
2,3,,,36299,Robert Rhew,4,Geography,143,001,A,Letter Grade,A,Global Biogeochem
2,2,,,36302,Bonnye Ingram,4,Geography,C146,001,A,Letter Grade,A,Comm Ocean Science
2,8,,,36305,Paul Groth,4,Geography,C160B,001,A,Letter Grade,A,"Am Landscape,1900--"
2,13,,,36320,You-Tien Hsing,4,Geography,164,001,A,Letter Grade,A,Geog Of China
2,17,,,36323,Jon Kosek,4,Geography,170,001,A,Letter Grade,A,Special Topics
2,10,,,36326,Norman Miller,4,Geography,171,001,A,Letter Grade,A,Special Topics Phys
2,15,,,36328,Scott Loarie,4,Geography,171,002,A,Letter Grade,A,Special Topics Phys
2,5,,,36329,David Wahl,4,Geography,180,001,A,Letter Grade,A,Field Geography
2,7,,,36335,Darin Jensen,4,Geography,187,001,A,Letter Grade,A,Adv Cart Method
2,1,,,36346,Anthony Byrne,4,Geography,H195A,003,A,Letter Grade,A,Honors Course
2,1,,,36347,Anthony Byrne,4,Geography,H195B,001,A,Letter Grade,A,Honors Course
2,1,,,36383,Nathan Sayre,4,Geography,H195B,014,A,Letter Grade,A,Honors Course
2,7,,,36485,Gillian Hart,4,Geography,200B,001,A,Letter Grade,A,Geographic Thought
2,10,,,36487,Nathan Sayre,4,Geography,220,001,A,Letter Grade,A,Capital Value Scale
2,5,,,36491,Jon Kosek,4,Geography,255,001,A,Letter Grade,A,Topics Political
2,2,,,36494,John Chiang,4,Geography,257,001,A,Letter Grade,A,Topics Climatology
2,2,,,36497,Anthony Byrne,4,Geography,260,001,A,Letter Grade,A,Topics Bio
2,2,,,36614,Gillian Hart,4,Geography,299,005,A,Letter Grade,A,Individ Research
2,2,,,36623,Jon Kosek,4,Geography,299,008,A,Letter Grade,A,Individ Research
2,1,,,36632,Norman Miller,4,Geography,299,012,A,Letter Grade,A,Individ Research
2,1,,,36650,Michael Watts,4,Geography,299,018,A,Letter Grade,A,Individ Research
2,1,,,36797,Laurel Larsen,4,Geography,244,001,A,Letter Grade,A,Complex Environ Sys
2,1,,,36800,David Wahl,4,Geography,H195A,004,A,Letter Grade,A,Honors Course
2,5,,,37203,Nikolaus Euba; Zachary Dziedziak,4,German,1,001,A,Letter Grade,A,Elementary German 1
2,9,,,37206,Michael Fragomeni; Nikolaus Euba,4,German,1,002,A,Letter Grade,A,Elementary German 1
2,9,,,37209,Justin Farwell; Nikolaus Euba,4,German,1,003,A,Letter Grade,A,Elementary German 1
2,9,,,37212,Ashwin Manthripragada; Nikolaus Euba,4,German,1,004,A,Letter Grade,A,Elementary German 1
2,6,,,37218,Alexander Lambrow; Nikolaus Euba,4,German,2,001,A,Letter Grade,A,Elementary German 2
2,4,,,37221,Nikolaus Euba; Stephanie Peltner,4,German,2,002,A,Letter Grade,A,Elementary German 2
2,4,,,37224,Lindsay Preseau; Nikolaus Euba,4,German,2,003,A,Letter Grade,A,Elementary German 2
2,8,,,37227,Jason Kooiker; Nikolaus Euba,4,German,2,004,A,Letter Grade,A,Elementary German 2
2,3,,,37233,Jacob Haubenreich; Nikolaus Euba,4,German,3,001,A,Letter Grade,A,Intermed German I
2,2,,,37236,Erik Born; Nikolaus Euba,4,German,3,002,A,Letter Grade,A,Intermed German I
2,6,,,37239,Jennifer Ingalls; Nikolaus Euba,4,German,4,001,A,Letter Grade,A,Intermed German Ii
2,3,,,37242,Nikolaus Euba; Tara Hottman,4,German,4,002,A,Letter Grade,A,Intermed German Ii
2,3,,,37244,Carolyn Hawkshaw; Nikolaus Euba,4,German,4,003,A,Letter Grade,A,Intermed German Ii
2,10,,,37245,Karen Feldman; Kenneth Fockele,4,German,R5B,001,A,Letter Grade,A,Reading And Comp
2,8,,,37248,Christopher Little; Karen Feldman,4,German,R5B,002,A,Letter Grade,A,Reading And Comp
2,4,,,37251,Karen Feldman; Seth Meyer,4,German,R5B,003,A,Letter Grade,A,Reading And Comp
2,2,,,37254,Courtney Johnson; Karen Feldman,4,German,R5B,004,A,Letter Grade,A,Reading And Comp
2,1,,,37257,Karen Feldman; Kevin Gordon,4,German,R5B,005,A,Letter Grade,A,Reading And Comp
2,3,,,37260,Karen Feldman; Melissa Etzler,4,German,R5B,006,A,Letter Grade,A,Reading And Comp
2,5,,,37269,Karen Feldman,4,German,C25,001,A,Letter Grade,A,Marxnietzschefreud
2,10,,,37296,Jeroen Dewulf,4,German,100,001,A,Letter Grade,A,Reading Culture
2,5,,,37299,Jason Kooiker,4,German,101,001,A,Letter Grade,A,Advanced German
2,15,,,37302,Nikolaus Euba,4,German,102A,001,A,Letter Grade,A,German Cabaret
2,4,,,37314,Chenxi Tang,4,German,131,001,A,Letter Grade,A,Goethe
2,21,,,37320,Linda Von Hoene,4,German,160B,001,A,Letter Grade,A,Facism/Propaganda
2,5,,,37326,Thomas Shannon,4,German,173,001,A,Letter Grade,A,Phonet/Phonol Ger
2,1,,,37328,Elaine Tennant,4,German,179,001,A,Letter Grade,A,Topics In German
2,1,,,37332,Winfried Kudszus,4,German,H196,002,A,Letter Grade,A,Honors Studies
2,1,,,37341,Claire Kramsch,4,German,H196,005,A,Letter Grade,A,Honors Studies
2,3,,,37377,Niklaus Largier,4,German,205,001,A,Letter Grade,A,Medieval Lit
2,2,,,37379,Chenxi Tang,4,German,212A,001,A,Letter Grade,A,Romanticism
2,4,,,37380,Karen Feldman,4,German,256,001,A,Letter Grade,A,Probs Of Lit Theory
2,4,,,37383,Anton Kaes,4,German,268,001,A,Letter Grade,A,"Lit, Cultural Hist"
2,4,,,37386,Irmengard Rauch,4,German,282,001,A,Letter Grade,A,Old Saxon
2,1,,,37431,Deniz Gokturk,4,German,299,007,A,Letter Grade,A,Ind Study
2,1,,,37437,Winfried Kudszus,4,German,299,009,A,Letter Grade,A,Ind Study
2,1,,,37903,Yael Chaver,4,Yiddish,102,001,A,Letter Grade,A,Intermediat Yiddish
2,3,,,38003,Inez Hollander Lake,4,Dutch,1,001,A,Letter Grade,A,Elem Dutch
2,2,,,38009,Inez Hollander Lake,4,Dutch,100,001,A,Letter Grade,A,Dutch Read Translat
2,3,,,38012,Thomas Shannon,4,Dutch,107,001,A,Letter Grade,A,Structure Mod Dutch
2,3,,,38015,Inez Hollander Lake,4,Dutch,125,001,A,Letter Grade,A,Oral/Written Style
2,27,,,38018,Jeroen Dewulf,4,Dutch,166,001,A,Letter Grade,A,Anne Frank & After
2,1,,,38024,Jeroen Dewulf,4,Dutch,H196,001,A,Letter Grade,A,Dutch Honors
2,9,,,38303,Clare Talwalker,4,Global Poverty & Practice,105,001,A,Letter Grade,A,Global Practice
2,8,,,38312,Clare Talwalker,4,Global Poverty & Practice,105,002,A,Letter Grade,A,Global Practice
2,1,,,38321,Khalid Kadir,4,Global Poverty & Practice,105,003,A,Letter Grade,A,Global Practice
2,1,,,38330,Genevieve Gonzales,4,Global Poverty & Practice,196,001,A,Letter Grade,A,Global Capstone
2,3,,,39006,Maureen Miller; Nicholas Kardahji,4,History,R1B,002,A,Letter Grade,A,History Rding&Comp
2,2,,,39009,Matthew Berry; Maureen Miller,4,History,R1B,003,A,Letter Grade,A,History Rding&Comp
2,2,,,39012,Grahame Foreman; Maureen Miller,4,History,R1B,004,A,Letter Grade,A,History Rding&Comp
2,11,,,39018,Rebecca Mclennan; Victoria Frede,4,History,2,001,A,Letter Grade,A,Comp World Hist
2,4,,,39039,Maureen Miller,4,History,4B,001,A,Letter Grade,A,Medieval Europe
2,11,,,39060,Thomas Laqueur,4,History,5,001,A,Letter Grade,A,Modern Europe
2,50,,,39096,Robin Einhorn,4,History,7B,001,A,Letter Grade,A,The Us Civ War Pres
2,10,,,39183,Louis Segal,4,History,8B,001,A,Letter Grade,A,Modern Latin Amer
2,7,,,39204,Thomas Hill,4,History,12,001,A,Letter Grade,A,The Middle East
2,9,,,39237,Samuel Evans,4,History,30,001,A,Letter Grade,A,History Of Science
2,3,,,39276,Matthew Simonton,4,History,100,001,A,Letter Grade,A,Special Topics
2,4,,,39279,Hans Sluga; Michael Nylan,4,History,100,002,A,Letter Grade,A,Special Topics
2,2,,,39288,Jeffrey Miner,4,History,100,005,A,Letter Grade,A,Special Topics
2,7,,,39291,Victoria Frede; Viktor Zhivov,4,History,100,007,A,Letter Grade,A,Special Topics
2,1,,,39294,Diego Pirillo,4,History,100,008,A,Letter Grade,A,Special Topics
2,2,,,39312,Gregory Smay; Maureen Miller,4,History,101,002,A,Letter Grade,A,"Research, Writing"
2,1,,,39315,Amanda Buster; Maureen Miller,4,History,101,003,A,Letter Grade,A,"Research, Writing"
2,1,,,39318,Gita Pai,4,History,101,004,A,Letter Grade,A,"Research, Writing"
2,2,,,39321,James Vernon,4,History,101,005,A,Letter Grade,A,"Research, Writing"
2,5,,,39327,Victoria Frede,4,History,101,007,A,Letter Grade,A,"Research, Writing"
2,2,,,39330,Martin Jay,4,History,101,008,A,Letter Grade,A,"Research, Writing"
2,2,,,39333,Tyler Lange,4,History,101,009,A,Letter Grade,A,"Research, Writing"
2,3,,,39336,Mark Sawchuk,4,History,101,010,A,Letter Grade,A,"Research, Writing"
2,6,,,39339,Louis Segal,4,History,101,011,A,Letter Grade,A,"Research, Writing"
2,3,,,39342,Thomas Hill,4,History,101,012,A,Letter Grade,A,"Research, Writing"
2,1,,,39345,Jeffrey Miner,4,History,101,013,A,Letter Grade,A,"Research, Writing"
2,3,,,39348,Abena Osseo-Asare,4,History,101,014,A,Letter Grade,A,"Research, Writing"
2,1,,,39351,Robert Chester,4,History,101,015,A,Letter Grade,A,"Research, Writing"
2,7,,,39354,Brian Delay,4,History,101,016,A,Letter Grade,A,"Research, Writing"
2,2,,,39357,David Hollinger,4,History,101,017,A,Letter Grade,A,"Research, Writing"
2,4,,,39360,Kerwin Klein,4,History,101,018,A,Letter Grade,A,"Research, Writing"
2,3,,,39363,Rebecca Mclennan,4,History,101,019,A,Letter Grade,A,"Research, Writing"
2,4,,,39366,Mackenzie Moore,4,History,101,020,A,Letter Grade,A,"Research, Writing"
2,1,,,39396,Laura Pfuntner; Maureen Miller,4,History,103A,002,A,Letter Grade,A,Proseminar:  Ancnt
2,1,,,39405,Daniel Melleno; Maureen Miller,4,History,103B,002,A,Letter Grade,A,Proseminar:  Europe
2,1,,,39408,Stephan Astourian,4,History,103B,003,A,Letter Grade,A,Proseminar:  Europe
2,3,,,39411,Stefan-Ludwig Hoffmann,4,History,103B,004,A,Letter Grade,A,Proseminar:  Europe
2,3,,,39414,David Wetzel,4,History,103B,005,A,Letter Grade,A,Proseminar:  Europe
2,2,,,39444,Lisa Cardyn,4,History,103D,002,A,Letter Grade,A,Proseminar: U.S.
2,4,,,39447,Christopher Shaw; Maureen Miller,4,History,103D,003,A,Letter Grade,A,Proseminar: U.S.
2,2,,,39462,German Vergara; Maureen Miller,4,History,103E,002,A,Letter Grade,A,Proseminar: Lat Am
2,3,,,39471,Nicolas Tackett,4,History,103F,002,A,Letter Grade,A,Proseminar:  Asia
2,3,,,39492,Douglas O'Reagan; Maureen Miller,4,History,103S,002,A,Letter Grade,A,Proseminar: Hist Sc
2,5,,,39510,Carlos Norena,4,History,106B,001,A,Letter Grade,A,The Roman Empire
2,2,,,39533,Peter Zinoman,4,History,111C,001,A,Letter Grade,A,Pol/Cult Hist Viet
2,5,,,39534,Tabitha Kanogo,4,History,112B,001,A,Letter Grade,A,South Afr 1652-Pres
2,11,,,39543,Gita Pai,4,History,114B,001,A,Letter Grade,A,Modern South Asia
2,6,,,39546,Nicolas Tackett,4,History,116B,001,A,Letter Grade,A,China: Tang & Song
2,7,,,39555,Michael Nylan,4,History,117D,001,A,Letter Grade,A,Chinese Body
2,8,,,39564,Andrew Barshay,4,History,118C,001,A,Letter Grade,A,Japan: 20th Century
2,28,,,39579,Mackenzie Moore,4,History,124B,001,A,Letter Grade,A,U.S. Wwii-Vietnam
2,20,,,39585,Robert Chester,4,History,127AC,001,A,Letter Grade,A,California
2,5,,,39588,Jane Cho,4,History,131B,001,A,Letter Grade,A,Us Social Fr Civwar
2,2,,,39594,Carl Mason,4,History,C139B,001,A,Letter Grade,A,Amer Immigrant Exp
2,11,,,39603,Lisa Cardyn,4,History,C139C,001,A,Letter Grade,A,Us Social Movements
2,8,,,39605,Kari Zimmerman,4,History,143,001,A,Letter Grade,A,Brazil
2,10,,,39621,James Vernon,4,History,151C,001,A,Letter Grade,A,"Britain, 1848-2000"
2,27,,,39633,David Wetzel,4,History,158B,001,A,Letter Grade,A,Europe 1815-1914
2,4,,,39636,Jan Devries,4,History,159A,001,A,Letter Grade,A,Eur Econ 1000-1750
2,9,,,39651,Mark Sawchuk,4,History,162B,001,A,Letter Grade,A,Eur Diplo From 1914
2,1,,,39654,Martin Jay,4,History,164B,001,A,Letter Grade,A,Eurintell 1770-1870
2,4,,,39663,Jonathan Sheehan,4,History,165A,001,A,Letter Grade,A,The Reformations
2,2,,,39678,Thomas Dandelet,4,History,169A,001,A,Letter Grade,A,Italy 1350-1800
2,10,,,39681,Yuri Slezkine,4,History,171C,001,A,Letter Grade,A,Russia From 1917
2,32,,,39696,John Efron,4,History,178,001,A,Letter Grade,A,Holocaust
2,13,,,39711,Massimo Mazzotti,4,History,182A,001,A,Letter Grade,A,Technology/Society
2,3,,,39714,Massimo Mazzotti,4,History,182AT,001,A,Letter Grade,A,Technology/Society
2,15,,,39719,Abena Osseo-Asare,4,History,183A,001,A,Letter Grade,A,Health And Disease
2,2,,,39720,Susanna Elm,4,History,185A,001,A,Letter Grade,A,Xianity To 1250
2,2,,,39750,Melanie Dupuis,4,History,C196W,001,A,Letter Grade,A,Special Research
2,4,,,39771,Maureen Miller,4,History,275B,001,A,Letter Grade,A,Survey-Europe
2,5,,,39792,Andrew Barshay,4,History,275F,001,A,Letter Grade,A,Survey-Asia
2,3,,,39804,Carlos Norena; J. Pena,4,History,280A,001,A,Letter Grade,A,Adv Studies-Ancient
2,3,,,39810,Thomas Dandelet,4,History,280B,001,A,Letter Grade,A,Adv Studies-Europe
2,2,,,39813,Carla Hesse,4,History,280B,002,A,Letter Grade,A,Adv Studies-Europe
2,2,,,39816,John Connelly,4,History,280B,003,A,Letter Grade,A,Adv Studies-Europe
2,4,,,39819,John Efron; Ronald Hendel,4,History,280B,004,A,Letter Grade,A,Adv Studies-Europe
2,3,,,39822,Yuri Slezkine,4,History,280B,005,A,Letter Grade,A,Adv Studies-Europe
2,3,,,39825,David Frick,4,History,280B,006,A,Letter Grade,A,Adv Studies-Europe
2,5,,,39843,Robin Einhorn,4,History,280D,001,A,Letter Grade,A,Adv Studies-U.S.
2,3,,,39867,Wen-Hsing Yeh,4,History,280F,002,A,Letter Grade,A,Adv Studies-Asia
2,3,,,39882,Tabitha Kanogo,4,History,280H,001,A,Letter Grade,A,Adv Studies-Africa
2,4,,,39888,Massimo Mazzotti,4,History,280S,002,A,Letter Grade,A,Adv Studies-Science
2,9,,,39906,Stefan-Ludwig Hoffmann,4,History,283,001,A,Letter Grade,A,Hist Meth Theory
2,1,,,39921,Peter Sahlins,4,History,285B,002,A,Letter Grade,A,Res Sem--Europe
2,1,,,39942,Mark Brilliant,4,History,285D,001,A,Letter Grade,A,Res Sem--U.S.
2,3,,,39945,Richard Candida Smith,4,History,285D,002,A,Letter Grade,A,Res Sem--U.S.
2,2,,,39948,Brian Delay,4,History,285D,003,A,Letter Grade,A,Res Sem--U.S.
2,5,,,39984,Thomas Laqueur,4,History,285U,001,A,Letter Grade,A,Res Sem--Comp Hist
2,1,,,40008,Nicolas Tackett,4,History,299,004,A,Letter Grade,A,Directed Reading
2,1,,,40011,Carlos Norena,4,History,299,005,A,Letter Grade,A,Directed Reading
2,1,,,40017,Michael Nylan,4,History,299,007,A,Letter Grade,A,Directed Reading
2,1,,,40020,Mark Peterson,4,History,299,008,A,Letter Grade,A,Directed Reading
2,6,,,42003,Brent Mishler,4,Integrative Biology,24,001,A,Letter Grade,A,Freshman Seminars
2,14,,,42018,Leslea Hlusko,4,Integrative Biology,24,006,A,Letter Grade,A,Freshman Seminars
2,3,,,42024,Han Lim,4,Integrative Biology,24,008,A,Letter Grade,A,Freshman Seminars
2,11,,,42033,Roy Caldwell,4,Integrative Biology,31,001,A,Letter Grade,A,Ecol/Evol Anml Behv
2,2,,,42138,Bonnye Ingram,4,Integrative Biology,C100,001,A,Letter Grade,A,Plant Morphology
2,3,,,42141,Dean Kelch,4,Integrative Biology,102LF,001,A,Letter Grade,A,Intro Cal Plt Life
2,8,,,42150,Alan Shabel; Jimmy Mcguire; Rauri Bowie,4,Integrative Biology,104LF,001,A,Letter Grade,A,Hist Of Vertebrate
2,15,,,42168,Charles Marshall,4,Integrative Biology,113L,001,A,Letter Grade,A,Pal Pers Ecol Evol
2,10,,,42177,Gloria Caldwell,4,Integrative Biology,119,001,A,Letter Grade,A,Medical Evidence
2,36,,,42189,Daniela Kaufer; Steven Lehman,4,Integrative Biology,132,001,A,Letter Grade,A,Surv Human Physiol
2,5,,,42192,Daniela Kaufer; Heather French; Steven Lehman,4,Integrative Biology,132L,001,A,Letter Grade,A,Mammal Physiol Lab
2,7,,,42195,Daniela Kaufer; Katharine Burmaster; Steven Lehman,4,Integrative Biology,132L,002,A,Letter Grade,A,Mammal Physiol Lab
2,3,,,42198,Daniela Kaufer; Michael Peterson; Steven Lehman,4,Integrative Biology,132L,003,A,Letter Grade,A,Mammal Physiol Lab
2,6,,,42201,Daniela Kaufer; Dennis Evangelista; Steven Lehman,4,Integrative Biology,132L,004,A,Letter Grade,A,Mammal Physiol Lab
2,7,,,42204,Daniela Kaufer; Katharine Burmaster; Steven Lehman,4,Integrative Biology,132L,005,A,Letter Grade,A,Mammal Physiol Lab
2,9,,,42207,Daniela Kaufer; Dennis Evangelista; Steven Lehman,4,Integrative Biology,132L,006,A,Letter Grade,A,Mammal Physiol Lab
2,11,,,42210,Daniela Kaufer; Michael Peterson; Steven Lehman,4,Integrative Biology,132L,007,A,Letter Grade,A,Mammal Physiol Lab
2,6,,,42213,Daniela Kaufer; Heather French; Steven Lehman,4,Integrative Biology,132L,008,A,Letter Grade,A,Mammal Physiol Lab
2,4,,,42216,Mimi Koehl; Robert Dudley; Robert Full,4,Integrative Biology,C135L,001,A,Letter Grade,A,Lab In Mec Org
2,15,,,42222,George Bentley,4,Integrative Biology,138,001,A,Letter Grade,A,Comparat Endocrino
2,136,,,42231,Thomas Carlson,4,Integrative Biology,140,001,A,Letter Grade,A,Bio Human Reprod
2,17,,,42281,Lance Kriegsfeld,4,Integrative Biology,C143B,001,A,Letter Grade,A,Hormones & Behavior
2,4,,,42282,Eileen Lacey,4,Integrative Biology,146LF,001,A,Letter Grade,A,Behavior Ecolgy/Lab
2,19,,,42297,Todd Dawson,4,Integrative Biology,151,001,A,Letter Grade,A,Plant Physiol Ecol
2,7,,,42300,Cameron Williams; Todd Dawson,4,Integrative Biology,151L,001,A,Letter Grade,A,Plant Phys Ecol Lab
2,13,,,42303,Donald Weston,4,Integrative Biology,152,001,A,Letter Grade,A,Environ Toxicology
2,5,,,42312,Montgomery Slatkin; Rasmus Nielsen,4,Integrative Biology,161,001,A,Letter Grade,A,Evolution Genetics
2,58,,,42327,Thomas Carlson,4,Integrative Biology,169,001,A,Letter Grade,A,Evol Medicine
2,8,,,42348,Rauri Bowie,4,Integrative Biology,174LF,001,A,Letter Grade,A,Ornithology Wth Lab
2,4,,,42357,Jimmy Mcguire,4,Integrative Biology,175LF,001,A,Letter Grade,A,Herpetology W Lab
2,11,,,42366,Kevin Padian,4,Integrative Biology,183L,001,A,Letter Grade,A,Evol Vertebrate Lab
2,3,,,42375,Timothy White,4,Integrative Biology,C185L,001,A,Letter Grade,A,Human Paleontology
2,9,,,42387,Patrick Kirch,4,Integrative Biology,C187,001,A,Letter Grade,A,Hum Bio Of The Pac
2,4,,,42390,Paul Fine,4,Integrative Biology,190,160,A,Letter Grade,A,Undergrad Seminar
2,3,,,42417,George Brooks,4,Integrative Biology,191,080,A,Letter Grade,A,Directed Research
2,1,,,42431,Robert Dudley,4,Integrative Biology,191,130,A,Letter Grade,A,Directed Research
2,1,,,42459,Daniela Kaufer,4,Integrative Biology,191,210,A,Letter Grade,A,Directed Research
2,1,,,42474,Han Lim,4,Integrative Biology,191,260,A,Letter Grade,A,Directed Research
2,5,,,42477,David Lindberg,4,Integrative Biology,191,270,A,Letter Grade,A,Directed Research
2,1,,,42489,Jimmy Mcguire,4,Integrative Biology,191,300,A,Letter Grade,A,Directed Research
2,1,,,42510,Mary Power,4,Integrative Biology,191,370,A,Letter Grade,A,Directed Research
2,2,,,42513,Michael Shapira,4,Integrative Biology,191,380,A,Letter Grade,A,Directed Research
2,2,,,42690,Arthur Reingold,4,Integrative Biology,C195,001,A,Letter Grade,A,Mhgh Wkshp
2,4,,,42855,Rauri Bowie,4,Integrative Biology,H196B,070,A,Letter Grade,A,Thesis Course
